Parcelle;Annee;AETCY;AGRRE;ALLSS;ALOMY;AMASS;ANGAR;APHAR;ARBTH;ARISE;ATHOR;ATXPA;AVEFA;BIDTR;BROSPP;CAGSE;CAPBP;CENCY;CHEAL;CHEHY;CHEPO;CHNMI;CIRAR;CIRVU;CONAR;COPSQ;DAUCA;ECHCG;EPHEX;EPHHE;EQUAR;EROCI;ERPVE;FESSPP;FUMOF;GALAP;GERCO;GERDI;GERMO;GERPU;GERRT;HOLMO;HYPPE;KICSP;LACSE;LAMAM;LAPCO;LEGSPP;LOLSS;LTHTU;MALSI;MATSPP;MEDSPP;MELAL;MENSU;MERAN;MYOAR;PAPRH;PAVSA;PICHI;PLALA;PLAMA;POAAN;POLAV;POLCO;POLLA;POLPE;RAPRA;RESLU;RUMCR;SCAPV;SENVU;SETPU;SETVI;SILVU;SINAR;SOLNI;SONAR;SONAS;STEME;TAROF;TOISPP;TRFPR;VERAR;VERHE;VERPE;VERPO;VICSA;VIOSS;VLLSS
11068;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0
11068;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0,50025;0;0;0;0;0;0;0;0;0;0;0
11068;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0,50025;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0,50025;0;0;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0,50025;0,50025;0;0;0;35,5;0;0;0;0;0;0;0;0;0;0;0;0,50025;0
11068;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11064;2008;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0;0;0;0;0;0,0005;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11064;2009;0,50025;0;0;0;0,50025;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,5;0;0;0;0;0,50025;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,5;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0,0005;0;0;0;0;0,50025;0;0,50025;0;0;0;0;0;0;0;0;0;0;0
11064;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0,50025;0;0;0;0,50025;0;0,50025;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0
11064;2011;0,0005;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0,50025;0;0;0,50025;0;0;0;0,50025;0;1,5;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0
11062;2008;0,0005;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0,50025;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0
11062;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11062;2010;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11062;2011;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0,0005;0;0;0;0;0;0;0;0;0;0;0
11061;2008;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0;0;0,50025;0,50025;0,0005;0;0;0
11061;2009;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11061;2010;0,50025;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0
11061;2011;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0,50025;0,50025;0;0;0;0
11059;2008;0,50025;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0,50025;0;0;0,50025;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0,50025;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0
11059;2009;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0
11059;2010;1,5;0;0;0;11,5;0;0;0;0;0;1,5;0;0;0;0;0;0;1,5;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0,50025;0,50025;11,5;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0,0005;0;0;0;0;0;0;0;0,50025;0
11059;2011;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0,50025;0;0,50025;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0
11056;2008;0,50025;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0,50025;0;0;0,50025;0;0;0;0;0;0,50025;0,50025;0;0;0;0,50025;0;0;0;0;0;0,50025;0;0;0;0;0,50025;0,50025;0;0;0;0,0005;0;0;0;0,50025;0
11056;2009;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;1,5;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0,50025;0
11056;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0,50025;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11056;2011;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0,50025;0,50025;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,5;0;0;0;0;0;0;0;0,50025;0,50025;0;0;0;0,50025;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0,50025;0
11052;2008;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0,0005;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;1,5;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0,0005;0;0,0005;0;0;0;0;0;0;0;0,50025;0
11052;2009;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0,50025;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;1,5;0;0;0;0;0;0;0,0005;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0,50025;0
11052;2010;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,5;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0
11052;2011;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0
11051;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,5;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11051;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0,50025;0
11051;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0
11051;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;1,5;0
11050;2008;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0,0005;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;11,5;11,5;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;11,5;0;0;0;0;0;0;0;0;0;11,5;0
11050;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0,50025;0,50025;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11050;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0,50025;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0;0;0;0;0;0;0;0;0;0,50025;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;11,5;0
11050;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0
11048;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0,50025;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0,50025;0,0005;0;0;0,50025;0
11048;2009;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0
11048;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0,50025;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0,50025;0,0005;0,50025;0;0;0;0;0;0,50025;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0,50025;0;0;0,50025;0
11048;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0
11038;2008;1,5;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;1,5;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0,50025;0;0;0;0;0;0,50025;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0;0;0,50025;0;0;0;0
11038;2009;0,50025;0;0;1,5;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0,50025;0;0,50025;0;0;0;0;0,50025;0;0;0;0;0;0;0,50025;0;0,50025;0;0;0;0;0;0;0;0;0
11038;2010;0;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0;0;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0
11038;2011;0,0005;0;0;1,5;0;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11033;2008;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11033;2009;0;0,0005;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;11,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0;11,5;0
11033;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11033;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0
11023;2008;0;0,50025;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11023;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11023;2010;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11023;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11022;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0,50025;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0,50025;0;0;0;0;0;0;0;0;0,50025;0
11022;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0
11022;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11022;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11021;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0
11021;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,5;0
11021;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0,0005;0;0;0;0;0;0;0;0;0;0,50025;0;0;0,50025;0;0;0;0;0;0,50025;0;0,0005;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0,50025;0;0;0;0;0,0005;0;0;0;0;0;0;0;11,5;0
11021;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11020;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11020;2009;0,50025;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11020;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11020;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0;0;0;0;0;0;0
11019;2008;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11019;2009;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0,50025;0;0;0;0;0;0;0;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0
11019;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50025;0,50025;0;0;0;0,50025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
